Claim ID,Exact claim,URL (example),Pages carrying claim,Other example URLs,Claim type,All matched types,Where,Current source,Evidence status,Risk,Recommended treatment,Required owner evidence
C-2487,The ROI channels below are what change when the chip goes in at the factory.,/blog/luxury-resale-nfc-authentication/,1,,manufacturing capability,customer result|manufacturing capability,body,none on page,UNVERIFIED,High,REQUEST_FIRST_PARTY_EVIDENCE (remove or qualify if not supplied),Registration extract; factory lease/ownership; equipment list; patent numbers (CNIPA); headcount
C-2488,Resale price premium: NFC-verified items resell 8-15% higher than visually-authenticated equivalents.,/blog/luxury-resale-nfc-authentication/,1,,price,price,body,none on page,UNVERIFIED,High,QUALIFY as indicative + REQUEST_FIRST_PARTY_EVIDENCE (current price list / MOQ policy / lead-time records),Signed price list or quote log with date; MOQ policy; production lead-time records
C-2489,"Vestiaire Collective: by 2024, suspected counterfeits accounted for more than half of the items rejected at intake — up from one-third in 2021.",/blog/luxury-resale-nfc-authentication/,1,,security,security,body,none on page,UNVERIFIED,Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-2490,"Entrupy 'State of the Fake' data: across roughly $2B in scanned resale value, 8.4% of luxury goods came back counterfeit or inconclusive.",/blog/luxury-resale-nfc-authentication/,1,,price,price|security,body,none on page,UNVERIFIED,High,QUALIFY as indicative + REQUEST_FIRST_PARTY_EVIDENCE (current price list / MOQ policy / lead-time records),Signed price list or quote log with date; MOQ policy; production lead-time records
C-2491,"Market backdrop: luxury authentication services are forecast to grow ~10% annually through 2031 (industry research), with Europe holding ~41% market share.",/blog/luxury-resale-nfc-authentication/,1,,market statistic,market statistic,body,none on page,UNVERIFIED,Medium,CITE_PRIMARY_SOURCE next to the figure; remove if no source,"Original report title, publisher, date, page"
C-2492,It does not answer 'has a real chip been transplanted onto a counterfeit shell?' That residual attack is exactly what tamper-evident NTAG 424 DNA TT and thoughtful physical chip placement are for.,/blog/luxury-resale-nfc-authentication/,1,,certification,certification|product specification|security,body,none on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-2493,"Luxury resale NFC supply NTAG 424 DNA tags, brand-grade authentication backends and resale-platform integration.",/blog/luxury-resale-nfc-authentication/,1,,product specification,product specification,body,none on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-2494,"NFC luxury authentication Anti-counterfeit NFC for luxury bags Get a luxury resale NFC quote Entrupy State of the Fake report Industry benchmark on counterfeit detection rates across major luxury brands, ~$2B in scanned resale value.",/blog/luxury-resale-nfc-authentication/,1,,price,price|security,body,none on page,UNVERIFIED,High,QUALIFY as indicative + REQUEST_FIRST_PARTY_EVIDENCE (current price list / MOQ policy / lead-time records),Signed price list or quote log with date; MOQ policy; production lead-time records
C-2495,"Industry estimates put 5-15% of new luxury bag production on NFC in 2025-2026, climbing toward 30-50% by 2028 as EU DPP regulation pulls all premium fashion brands into compliance.",/blog/luxury-resale-nfc-authentication/,1,,legal/regulatory,legal/regulatory,body,none on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-2496,"Brands are cagey with exact figures, so treat published numbers as directional rather than audited.",/blog/luxury-resale-nfc-authentication/,1,,certification,certification|legal/regulatory,body,none on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-2497,Entrupy's published 'State of the Fake' data shows ~8.4% of scanned items come back counterfeit or inconclusive across ~$2B of resale value — exactly the slice NFC-at-source eliminates for new production.,/blog/luxury-resale-nfc-authentication/,1,,price,price|security,body,none on page,UNVERIFIED,High,QUALIFY as indicative + REQUEST_FIRST_PARTY_EVIDENCE (current price list / MOQ policy / lead-time records),Signed price list or quote log with date; MOQ policy; production lead-time records
C-2498,"They answer different questions: NFC verifies 'is this the original brand-issued chip?' cryptographically in seconds, no per-brand model training required; Entrupy's microscopic AI checks whether stitching, leather grain and hardware match authentic samples across 20+ luxury brands, keeping coverage on pre-NFC inventory and chip-tampered edge cases.",/blog/luxury-resale-nfc-authentication/,1,,security,security,body,none on page,UNVERIFIED,Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-2499,"By 2024, Vestiaire reported suspected counterfeits accounted for more than half of items rejected at intake — up from one-third in 2021 — the direct argument for NFC on new production.",/blog/luxury-resale-nfc-authentication/,1,,security,security,body,none on page,UNVERIFIED,Medium,CITE_PRIMARY_SOURCE (paper / vendor security note),—
C-2500,"Resources 2026-06-11 2026-07-08 Retail Compliance Macy's RFID Vendor Compliance 2026 Guide By Peter Zhang · Reviewed by Nancy Wu · Updated Jul 2026 Quick answer Macy's RFID compliance: ARC-certified UHF EPC Gen2 inlays, GS1 SGTIN-96 encoding, a 95% read-rate target — under 90%, chargebacks run $1.00-3.00 a unit.",/blog/macys-rfid-vendor-compliance-guide/,1,,certification,certification|legal/regulatory|price|product specification,body,none on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-2501,Macy's is the third major US retailer to make item-level RFID a condition of doing business; the rules rhyme with Walmart's and Target's but don't repeat.,/blog/macys-rfid-vendor-compliance-guide/,1,,legal/regulatory,legal/regulatory,body|jsonld,none on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-2502,"Macy's accepts the same UHF EPC Gen2 ARC-certified inlays as Walmart and Target — but the EDI plumbing, audit cadence and placement rules are Macy's own.",/blog/macys-rfid-vendor-compliance-guide/,1,,certification,certification|legal/regulatory|product specification,body,none on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-2503,"None of this was invented from scratch: Macy's RFID program is a technical cousin of Walmart's and Target's — same DNA, different table manners.",/blog/macys-rfid-vendor-compliance-guide/,1,,legal/regulatory,legal/regulatory,body,none on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-2504,Approved tag chips: ARC-certified UHF EPC Gen2 inlays.,/blog/macys-rfid-vendor-compliance-guide/,1,,certification,certification|product specification,body,none on page,"UNVERIFIED (see ISO certificates found: sales-scope, CAIC, 2026-06-10)",High,QUALIFY / CITE_PRIMARY_SOURCE (certificate no. + scope + issuer),Certificate PDF for each claimed standard; issuer; scope; validity
C-2505,"Impinj Monza R6 , NXP UCODE 8 , UCODE 9 and equivalent.",/blog/macys-rfid-vendor-compliance-guide/,1,,product specification,product specification,body,none on page,EXTERNAL_PRIMARY_SOURCE candidate (vendor datasheet; chip-claims lint covers 35 rules),Low,CITE_PRIMARY_SOURCE (datasheet section) where not already cited,—
C-2506,The exact rules live in Macy's Vendor Standards Manual and differ slightly from Walmart's.,/blog/macys-rfid-vendor-compliance-guide/,1,,legal/regulatory,legal/regulatory,body,none on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-2507,"Read rate: 95% at the receiving DC, with chargebacks below 90%.",/blog/macys-rfid-vendor-compliance-guide/,1,,test result,test result,body,none on page,UNVERIFIED,Medium,ADD_TEST_CONDITIONS + REQUEST_FIRST_PARTY_EVIDENCE (or cite vendor datasheet),"Test report: reader, power, antenna, orientation, substrate, sample size, date"
C-2508,"Macy's audits monthly where Walmart audits weekly — a slower feedback loop, which gives problems a longer head start before you see them.",/blog/macys-rfid-vendor-compliance-guide/,1,,legal/regulatory,legal/regulatory,body,none on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-2509,Macy's runs on the GXS / OpenText Trading Grid VAN — not Walmart's Retail Link.,/blog/macys-rfid-vendor-compliance-guide/,1,,legal/regulatory,legal/regulatory,body,none on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-2510,"Like Walmart and Target, Macy's rolls out coverage in waves — literally labeled Wave 1 through Wave 4.",/blog/macys-rfid-vendor-compliance-guide/,1,,legal/regulatory,legal/regulatory,body,none on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-2511,"The read-rate scorecard has been live since 2022, with chargebacks for non-compliance.",/blog/macys-rfid-vendor-compliance-guide/,1,,company identity,company identity|legal/regulatory,body,none on page,UNVERIFIED,High,REQUEST_FIRST_PARTY_EVIDENCE (remove or qualify if not supplied),Registration extract; factory lease/ownership; equipment list; patent numbers (CNIPA); headcount
C-2512,"Submit an RFID compliance plan: a tidy 2-3 page document covering chip selection, encoding workflow, placement plan and EDI readiness, filed through Macy's Vendor Portal.",/blog/macys-rfid-vendor-compliance-guide/,1,,legal/regulatory,legal/regulatory,body,none on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-2513,"Pass the first-shipment audit: send a small initial shipment (typically 200-500 units) so Macy's RFID team can grade your read rate, encoding accuracy and label placement.",/blog/macys-rfid-vendor-compliance-guide/,1,,legal/regulatory,legal/regulatory|test result,body,none on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-2514,"Subscribe to the monthly scorecard: watch read rate and chargeback exposure via Macy's vendor reporting, and fix any category reading below 95% within 30 days.",/blog/macys-rfid-vendor-compliance-guide/,1,,lead time,lead time|test result,body,none on page,UNVERIFIED,High,QUALIFY as indicative + REQUEST_FIRST_PARTY_EVIDENCE (current price list / MOQ policy / lead-time records),Signed price list or quote log with date; MOQ policy; production lead-time records
C-2515,"The hardware is mercifully identical — one tag SKU serves Walmart, Target and Macy's alike — while the paperwork is where each retailer insists on being a special case.",/blog/macys-rfid-vendor-compliance-guide/,1,,legal/regulatory,legal/regulatory,body,none on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-2516,Most infrastructure is shared; EDI and audit cadence are not.,/blog/macys-rfid-vendor-compliance-guide/,1,,legal/regulatory,legal/regulatory,body,none on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
C-2517,"The single smartest cross-compliance habit: watch your Walmart scorecard daily, because its weekly cadence surfaces problems first.",/blog/macys-rfid-vendor-compliance-guide/,1,,legal/regulatory,legal/regulatory,body,none on page,UNVERIFIED,High,CITE_PRIMARY_SOURCE (official text) + LEGAL_REVIEW,Link to the regulation/guidance text; counsel review of the sentence
