file,before,after
src/content/editorial/blog/total-cost-rfid-system-breakdown.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/blog/total-cost-rfid-system-breakdown.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/blog/total-cost-rfid-system-breakdown.json,"""modifiedAt"": ""2026-07-09""","""modifiedAt"": ""2026-07-09"","
src/content/editorial/blog/total-cost-rfid-system-breakdown.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/blog/total-cost-rfid-system-breakdown.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/blog/uhf-rfid-wristbands-long-range.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/blog/uhf-rfid-wristbands-long-range.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/blog/uhf-rfid-wristbands-long-range.json,],"],"
src/content/editorial/blog/uhf-rfid-wristbands-long-range.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/blog/uhf-rfid-wristbands-long-range.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/blog/uhf-vs-hf-rfid-frequency-choice.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/blog/uhf-vs-hf-rfid-frequency-choice.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/blog/uhf-vs-hf-rfid-frequency-choice.json,],"],"
src/content/editorial/blog/uhf-vs-hf-rfid-frequency-choice.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/blog/uhf-vs-hf-rfid-frequency-choice.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/blog/warehouse-inventory-shrinkage-rfid-solution.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/blog/warehouse-inventory-shrinkage-rfid-solution.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/blog/warehouse-inventory-shrinkage-rfid-solution.json,],"],"
src/content/editorial/blog/warehouse-inventory-shrinkage-rfid-solution.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/blog/warehouse-inventory-shrinkage-rfid-solution.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/blog/waterproof-rfid-tags-outdoor.json,"""authorSlug"": ""nancy-wu"",","""authorSlug"": ""editorial-board"","
src/content/editorial/blog/waterproof-rfid-tags-outdoor.json,"""reviewedBySlug"": ""peter-zhang"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/blog/waterproof-rfid-tags-outdoor.json,],"],"
src/content/editorial/blog/waterproof-rfid-tags-outdoor.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/blog/waterproof-rfid-tags-outdoor.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/blog/what-is-mifare-complete-guide.json,"""Personalisation bureau or in-house — For >50K credentials, use a personalisation bureau (G+D, Idemia, Thales-Gemalto, NagraID, IDEMIA Smart Identity) — bureau-grade HSM-backed key injection, per-card audit logs, and BSI/CC-compliant facility security. For <10K credentials, in-house personalisation with ACR1252U/Identive uTrust/HID OMNIKEY readers and OpenSSL/PyCryptodome scripts is feasible."",","""Personalisation bureau or in-house — For >50K credentials, use a personalisation bureau (G+D, Idemia, Thales-Gemalto, NagraID, IDEMIA Smart Identity) — bureau-grade HSM-backed key injection, per-card audit logs, and BSI/CC-compliant facility security. For <10K credentials, partner-line personalisation with ACR1252U/Identive uTrust/HID OMNIKEY readers and OpenSSL/PyCryptodome scripts is feasible."","
src/content/editorial/blog/what-is-mifare-complete-guide.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/blog/what-is-mifare-complete-guide.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/blog/what-is-mifare-complete-guide.json,"""modifiedAt"": ""2026-07-09T12:00:00Z""","""modifiedAt"": ""2026-07-09T12:00:00Z"","
src/content/editorial/blog/what-is-mifare-complete-guide.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/blog/what-is-mifare-complete-guide.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/blog/which-nfc-chip-most-memory.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/blog/which-nfc-chip-most-memory.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/blog/which-nfc-chip-most-memory.json,],"],"
src/content/editorial/blog/which-nfc-chip-most-memory.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/blog/which-nfc-chip-most-memory.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/blog/wooden-nfc-cards-eco-branding.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/blog/wooden-nfc-cards-eco-branding.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/blog/wooden-nfc-cards-eco-branding.json,"""modifiedAt"": ""2026-07-09""","""modifiedAt"": ""2026-07-09"","
src/content/editorial/blog/wooden-nfc-cards-eco-branding.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/blog/wooden-nfc-cards-eco-branding.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/case-studies/_pillar.json,"""authorSlug"": ""nancy-wu"",","""authorSlug"": ""editorial-board"","
src/content/editorial/case-studies/_pillar.json,"""reviewedBySlug"": ""peter-zhang"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/case-studies/_pillar.json,],"],"
src/content/editorial/case-studies/_pillar.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/case-studies/_pillar.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/case-studies/hospitality-hotel-key-card-rollout.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/case-studies/hospitality-hotel-key-card-rollout.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/case-studies/hospitality-hotel-key-card-rollout.json,"""Pre-encoded SKU (sectors 1–15 written at the Proud Tek factory under NDA, mailed direct to property) used only for new-property launches and brand events."",","""Pre-encoded SKU (sectors 1–15 written at Proud Tek under NDA, mailed direct to property) used only for new-property launches and brand events."","
src/content/editorial/case-studies/hospitality-hotel-key-card-rollout.json,],"],"
src/content/editorial/case-studies/hospitality-hotel-key-card-rollout.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/case-studies/hospitality-hotel-key-card-rollout.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/case-studies/industrial-laundry-pps-rfid-tag.json,"""authorSlug"": ""nancy-wu"",","""authorSlug"": ""editorial-board"","
src/content/editorial/case-studies/industrial-laundry-pps-rfid-tag.json,"""reviewedBySlug"": ""peter-zhang"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/case-studies/industrial-laundry-pps-rfid-tag.json,],"],"
src/content/editorial/case-studies/industrial-laundry-pps-rfid-tag.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/case-studies/industrial-laundry-pps-rfid-tag.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/case-studies/library-icode-slix2-self-service.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/case-studies/library-icode-slix2-self-service.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/case-studies/library-icode-slix2-self-service.json,],"],"
src/content/editorial/case-studies/library-icode-slix2-self-service.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/case-studies/library-icode-slix2-self-service.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/case-studies/music-festival-uhf-wristband.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/case-studies/music-festival-uhf-wristband.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/case-studies/music-festival-uhf-wristband.json,],"],"
src/content/editorial/case-studies/music-festival-uhf-wristband.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/case-studies/music-festival-uhf-wristband.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/case-studies/pharmaceutical-dscsa-uhf-rfid.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/case-studies/pharmaceutical-dscsa-uhf-rfid.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/case-studies/pharmaceutical-dscsa-uhf-rfid.json,],"],"
src/content/editorial/case-studies/pharmaceutical-dscsa-uhf-rfid.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/case-studies/pharmaceutical-dscsa-uhf-rfid.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/case-studies/restaurant-google-review-nfc-card.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/case-studies/restaurant-google-review-nfc-card.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/case-studies/restaurant-google-review-nfc-card.json,"""Per-store encoding at Proud Tek factory using a Mühlbauer encoding line — 8,000 cards / hour throughput."",","""Per-store encoding at Proud Tek using a Mühlbauer encoding line — 8,000 cards / hour throughput."","
src/content/editorial/case-studies/restaurant-google-review-nfc-card.json,],"],"
src/content/editorial/case-studies/restaurant-google-review-nfc-card.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/case-studies/restaurant-google-review-nfc-card.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/case-studies/retail-apparel-uhf-rfid-source-tagging.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/case-studies/retail-apparel-uhf-rfid-source-tagging.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/case-studies/retail-apparel-uhf-rfid-source-tagging.json,],"],"
src/content/editorial/case-studies/retail-apparel-uhf-rfid-source-tagging.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/case-studies/retail-apparel-uhf-rfid-source-tagging.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/compare/125khz-vs-13.56mhz-rfid.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/compare/125khz-vs-13.56mhz-rfid.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/compare/125khz-vs-13.56mhz-rfid.json,],"],"
src/content/editorial/compare/125khz-vs-13.56mhz-rfid.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/compare/125khz-vs-13.56mhz-rfid.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/compare/acr1252u-vs-omnikey-5022.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/compare/acr1252u-vs-omnikey-5022.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/compare/acr1252u-vs-omnikey-5022.json,],"],"
src/content/editorial/compare/acr1252u-vs-omnikey-5022.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/compare/acr1252u-vs-omnikey-5022.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/compare/active-vs-passive-rfid.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/compare/active-vs-passive-rfid.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/compare/active-vs-passive-rfid.json,],"],"
src/content/editorial/compare/active-vs-passive-rfid.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/compare/active-vs-passive-rfid.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/compare/em4100-vs-t5577.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/compare/em4100-vs-t5577.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/compare/em4100-vs-t5577.json,],"],"
src/content/editorial/compare/em4100-vs-t5577.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/compare/em4100-vs-t5577.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/compare/google-review-nfc-card-vs-nfc-sticker.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/compare/google-review-nfc-card-vs-nfc-sticker.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/compare/google-review-nfc-card-vs-nfc-sticker.json,],"],"
src/content/editorial/compare/google-review-nfc-card-vs-nfc-sticker.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/compare/google-review-nfc-card-vs-nfc-sticker.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/compare/hf-vs-uhf-rfid-for-asset-tracking.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/compare/hf-vs-uhf-rfid-for-asset-tracking.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
src/content/editorial/compare/hf-vs-uhf-rfid-for-asset-tracking.json,],"],"
src/content/editorial/compare/hf-vs-uhf-rfid-for-asset-tracking.json,,"""author"": ""Proud Tek Editorial Team"","
src/content/editorial/compare/hf-vs-uhf-rfid-for-asset-tracking.json,,"""reviewedBy"": ""Proud Tek RF / Production Engineering"""
src/content/editorial/compare/hotel-key-cards-vs-hotel-wristbands.json,"""authorSlug"": ""peter-zhang"",","""authorSlug"": ""editorial-board"","
src/content/editorial/compare/hotel-key-cards-vs-hotel-wristbands.json,"""reviewedBySlug"": ""nancy-wu"",","""reviewedBySlug"": ""proudtek-engineering"","
