file,commit,before,after
src/content/editorial/lp/rfid-factory-direct-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/rfid-factory-direct-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""50+"",",
src/content/editorial/lp/rfid-factory-direct-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Countries shipped to""",
src/content/editorial/lp/rfid-factory-direct-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
src/content/editorial/lp/rfid-factory-direct-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/rfid-factory-direct-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""10"",",
src/content/editorial/lp/rfid-factory-direct-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Automated lines, 2 sites""",
src/content/editorial/lp/rfid-factory-direct-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Audited ISO systems""","""label"": ""Certified ISO systems (sales & service scope)"""
src/content/editorial/lp/rfid-factory-direct-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""alt"": ""A two-lane supply-chain comparison. Top lane, buying through a trading company: the buyer pays a trading company that resells the order and owns no factory, marked with a reseller-margin badge, which then forwards the job to a factory — so the buyer pays the factory price plus the desk's margin. Bottom lane, buying factory-direct from Proud Tek: the buyer deals straight with the Proud Tek factory, which sources the chip, bonds the antenna, prints, encodes and QC-tests in-house at the factory-gate price. A footer notes the factory has run since 2008 across ten lines and two Shenzhen sit","""alt"": ""A two-lane supply-chain comparison. Top lane, buying through a trading company: the buyer pays a trading company that resells the order and owns no factory, marked with a reseller-margin badge, which then forwards the job to a factory — so the buyer pays the factory price plus the desk's margin. Bottom lane, buying factory-direct from Proud Tek: the buyer deals straight with the Proud Tek factory, which sources the chip, bonds the antenna, prints, encodes and QC-tests in-house at the factory-gate price. A footer notes the factory has run since 2008 in Shenzhen, ships worldwide, and hol"
src/content/editorial/lp/rfid-factory-direct-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""Open factory audits: engineering and quality-system audits by appointment across two Shenzhen sites, plus live video walk-throughs and third-party (SGS, TUV, Intertek) visits when a program requires them."",","""Open factory audits: engineering and quality-system audits by appointment at our Shenzhen operation, plus live video walk-throughs and third-party (SGS, TUV, Intertek) visits when a program requires them."","
src/content/editorial/lp/rfid-factory-direct-china.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""note"": ""The occupational health-and-safety management standard covering the two production sites a buyer can audit.""","""note"": ""The occupational health-and-safety management standard covering the Shenzhen operation a buyer can audit."""
src/content/editorial/lp/rfid-label-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""summary"": ""Proud Tek is a direct RFID label factory in Shenzhen — converting since 2008 and shipping to buyers in 50+ countries — that runs a roll-to-roll line for UHF RAIN and HF/NFC labels and the wet and dry inlays inside them: face stock, adhesive, inlay, print and encoding, converted in one pass and read-verified before it ships. 'Manufacturer' here means the actual converting line, not a trading desk forwarding your PO — we pick the chip, tune the antenna to your surface, pre-encode the EPC or NDEF, and ship rolls formatted for your applicator with the compliance paperwork attached. Hou","""summary"": ""Proud Tek is a direct RFID label factory in Shenzhen — converting since 2008 and shipping to B2B buyers worldwide — that runs a roll-to-roll line for UHF RAIN and HF/NFC labels and the wet and dry inlays inside them: face stock, adhesive, inlay, print and encoding, converted in one pass and read-verified before it ships. 'Manufacturer' here means the actual converting line, not a trading desk forwarding your PO — we pick the chip, tune the antenna to your surface, pre-encode the EPC or NDEF, and ship rolls formatted for your applicator with the compliance paperwork attached. Housed"
src/content/editorial/lp/rfid-label-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified",{,
src/content/editorial/lp/rfid-label-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""value"": ""50+"",",
src/content/editorial/lp/rfid-label-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Countries shipped to""",
src/content/editorial/lp/rfid-label-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","},",
src/content/editorial/lp/rfid-label-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""label"": ""Audited ISO systems""","""label"": ""Certified ISO systems (sales & service scope)"""
src/content/editorial/lp/rfid-label-manufacturer.json,"9dba2a1 content(claims): remove undocumented capability figures, state ISO scope as certified","""Open factory audits across two Shenzhen sites by appointment, with virtual walk-throughs and third-party (SGS, TUV, Intertek) inspection when a program requires it."",","""Open factory audits at our Shenzhen operation by appointment, with virtual walk-throughs and third-party (SGS, TUV, Intertek) inspection when a program requires it."","
src/content/editorial/lp/rfid-manufacturer-shenzhen.json,"65b0bf6 content(claims): remove the remaining factory / line / country figures from meta, video schema and LP diagrams","""summary"": ""Proud Tek is a Shenzhen RFID manufacturer — building in-house since 2008 and shipping to buyers in 50+ countries — that makes the full RFID product range under two factory roofs: RFID cards and fobs, NFC tags and stickers, UHF inlays and labels, event wristbands, keyfobs and the readers to run them, each assembled, laminated, encoded and 100% read-tested on ten automated lines. Sourcing from Shenzhen puts the world's densest RFID supply chain on the factory's doorstep — chip makers, antenna etchers, substrate mills and converting-equipment builders within a short drive — so a six-f","""summary"": ""Proud Tek is a Shenzhen RFID manufacturer — building since 2008 and shipping to B2B buyers worldwide — that makes the full RFID product range under two factory roofs: RFID cards and fobs, NFC tags and stickers, UHF inlays and labels, event wristbands, keyfobs and the readers to run them, each assembled, laminated, encoded and 100% read-tested on automated lines. Sourcing from Shenzhen puts the world's densest RFID supply chain on the factory's doorstep — chip makers, antenna etchers, substrate mills and converting-equipment builders within a short drive — so a six-family program co"
src/content/editorial/lp/rfid-manufacturer-shenzhen.json,"65b0bf6 content(claims): remove the remaining factory / line / country figures from meta, video schema and LP diagrams","""Two Shenzhen factories, ten automated lines and 305+ pieces of process equipment under one ISO 9001 management system, bonding chips from NXP, Infineon, Impinj, Alien, EM and Quanray — so your program is never locked to a single silicon supplier."",","""Production in Shenzhen under one ISO 9001 management system, bonding chips from NXP, Infineon, Impinj, Alien, EM and Quanray — so your program is never locked to a single silicon supplier."","
